question,answer,predicted,correct,latency_ms,response
"A 35-year-old woman is brought to the emergency department 45 minutes after being rescued from a house fire. On arrival, she appears confused and has shortness of breath. The patient is 165 cm (5 ft 5 in) tall and weighs 55 kg (121 lb); BMI is 20 kg/m2. Her pulse is 125/min, respirations are 29/min, and blood pressure is 105/65 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 97%. Examination shows second and third-degree burns over the anterior surfaces of the chest and abdomen, and the anterior surface of the upper extremities. There is black debris in the mouth and nose. There are coarse breath sounds over the lung bases. Cardiac examination shows no murmurs, rubs, or gallop. Femoral and pedal pulses are palpable bilaterally. Which of the following is the most appropriate fluid regimen for this patient according to the Parkland formula?",A,A,True,18225.7,"A) Administer 6 liters of intravenous crystalloids over the next 24 hours: The Parkland formula for fluid resuscitation in burn patients recommends administering 4 mL/kg/%TBSA of crystalloid solution over the first 24 hours. In this case, the patient has second and third-degree burns covering an estimated total body surface area (TBSA) of 100% (since the question states """
"A 72-year-old man presents to the emergency department with a 1 hour history of bruising and bleeding. He says that he fell and scraped his knee on the ground. Since then, he has been unable to stop the bleeding and has developed extensive bruising around the area. He has a history of gastroesophageal reflux disease, hypertension, and atrial fibrillation for which he is taking an oral medication. He says that he recently started taking omeprazole for reflux. Which of the following processes is most likely inhibited in this patient?",D,A,False,10996.0,"A) Coagulation. Omeprazole, a proton pump inhibitor, can increase the risk of bleeding due to its inhibition of gastric acid production, which is important for the activation of certain clotting factors."
"A 35-year-old woman presents to a physician’s office for a follow-up visit. She recently underwent a complete physical examination with routine laboratory tests. She also had a Pap smear and testing for sexually transmitted diseases. Since her divorce 2 years ago, she had sexual encounters with random men at bars or social events and frequently did not use any form of contraception during sexual intercourse. She was shown to be positive for the human immunodeficiency virus (HIV). Combination anti-retroviral treatment is initiated including zidovudine, didanosine, and efavirenz. One week later, she is rushed to the hospital where she is diagnosed with acute pancreatitis. Which of the following precautions will be required after pancreatitis resolves with treatment?",D,A,False,14902.4,"A) Add ritonavir to the HIV treatment regimen: Ritonavir is sometimes used as a boosting agent to increase the effectiveness of certain antiretroviral medications, including zidovudine and efavirenz. In this case, adding ritonavir to the regimen may help improve the patient's response to the HIV treatment and reduce the risk of HIV resistance."
An investigator is conducting a study on hematological factors that affect the affinity of hemoglobin for oxygen. An illustration of two graphs (A and B) that represent the affinity of hemoglobin for oxygen is shown. Which of the following best explains a shift from A to B?,C,A,False,11057.8,"A: Decreased serum 2,3-bisphosphoglycerate concentration. This compound acts as a negative allosteric regulator of hemoglobin, and its decrease leads to a right-shifted curve, which is observed in graph B, resulting in a decreased affinity for oxygen."
An 8-year-old boy is brought to the physician because of a 1-day history of severe left hand pain. He has had similar painful episodes in the past that required hospitalization. Physical examination shows pale conjunctivae. There is tenderness on palpation of the wrist and the small joints of the left hand. Peripheral blood smear shows crescent-shaped erythrocytes. He is started on a pharmacologic agent that is known to cause macrocytosis. This drug causes an arrest in which of the following cell cycle phases?,B,A,False,10265.5,"A) G1 phase. The drug causes an arrest in the G1 phase of the cell cycle, leading to macrocytosis due to the increased size of the developing erythrocytes in the bone marrow."
"A 40-year-old Indian female is hospitalized with exertional dyspnea and lower extremity edema. The patient immigrated to the United States at age 15 and does not use tobacco, alcohol, or drugs. A mid-diastolic murmur is present and heard best at the apex. Which of the following symptoms would be most consistent with the rest of the patient’s presentation?",A,A,True,11528.5,"The patient's presentation of exertional dyspnea and lower extremity edema, along with a mid-diastolic murmur heard best at the apex, is most consistent with heart failure. Therefore, the answer is A) Hoarseness is not related to heart failure."
"A 63-year-old woman comes to the physician because of worsening shortness of breath, cough, and a 4-kg (8.8-lb) weight loss over the last year. She has no history of serious illness and takes no medications. She has smoked one pack of cigarettes daily for 35 years. Her temperature is 37°C (98.6°F), pulse is 92/min, respirations are 20/min, blood pressure is 124/78 mm Hg, and pulse oximetry on room air shows an oxygen saturation of 93%. Physical examination shows decreased breath sounds. A flow-volume loop obtained via pulmonary function testing is shown. Which of the following is the most likely cause of this patient's respiratory symptoms?",A,A,True,14376.1,"A) Chronic obstructive pulmonary disease (COPD): The patient's symptoms of worsening shortness of breath, cough, and weight loss, along with decreased breath sounds and a flow-volume loop showing obstructive pattern, are consistent with COPD. The patient's smoking history also supports this diagnosis."
"A 24-year-old woman presents with episodic shortness of breath, chest tightness, and wheezing. She has noticed an increased frequency of such episodes in the spring season. She also has a history of urticaria. She has smoked a half pack of cigarettes per day over the last 5 years. Her mother also has similar symptoms. The physical exam is within normal limits. Which of the following findings is characteristic of her condition? ",C,A,False,15735.6,"Based on the provided information, the patient's symptoms are consistent with asthma, which is typically characterized by bronchoconstriction and increased airway hyperreactivity. The use of cigarettes and a family history of similar symptoms also support this diagnosis. Therefore, the answer is C) Decrease in forced expiratory volume in 1 second (FEV1) after methacholine challenge. This test is commonly used to diagnose asthma by measuring the degree of"
"A 61-year-old woman presents to her physician with foot tingling, numbness, and pain. She describes her pain as constant and burning and gives it 5 out of 10 on the visual analog pain scale. She also recalls several falls due to the numbness in her feet. She was diagnosed with diabetes mellitus and diabetic retinopathy 5 years ago. Since then, she takes metformin 1000 mg twice daily and had no follow-up visits to adjust her therapy. Her weight is 110 kg (242.5 lb), and her height is 176 cm (5 ft. 7 in). The vital signs are as follows: blood pressure is 150/90 mm Hg, heart rate is 72/min, respiratory rate is 12/min, and the temperature is 36.6°C (97.9°F). The patient has increased adiposity in the abdominal region with stretch marks. The respiratory examination is within normal limits. The cardiovascular exam is significant for a bilateral carotid bruit. The neurological examination shows bilateral decreased ankle reflex, symmetrically decreased touch sensation and absent vibration sensation in both feet up to the ankle. The gait is mildly ataxic. The Romberg test is positive with a tendency to fall to both sides, and significant worsening on eye closure. Which of the following medications should be used to manage the patient’s pain?",D,A,False,19699.1,"A) Morphine: The patient's pain is constant and burning, with a moderate intensity (5 out of 10 on the visual analog pain scale), and she has a history of falls due to numbness in her feet. Given her diabetes mellitus, neuropathic pain is a likely diagnosis, and opioids are an effective treatment option for neuropathic pain. Morphine is a strong opioid analgesic that can provide effective"
"A 20-year-old woman comes to the physician for the evaluation of fatigue and low energy levels for 2 months. She has not had fever or weight changes. She has no history of serious illness except for an episode of infectious mononucleosis 4 weeks ago. Menses occur at regular 28-day intervals and last 5 days with moderate flow. Her last menstrual period was 3 weeks ago. Her mother has Hashimoto's thyroiditis. Vital signs are within normal limits. Examination shows pale conjunctivae, inflammation of the corners of the mouth, and brittle nails. The remainder of the examination shows no abnormalities. Laboratory studies show:
Hemoglobin 10.3 g/dL
Mean corpuscular volume 74 μm3
Platelet count 280,000/mm3
Leukocyte count 6,000/mm3
Which of the following is the most appropriate initial step in management?""",A,A,True,16005.7,"A) Iron studies: The patient's symptoms of fatigue, pale conjunctivae, inflammation of the corners of the mouth, and brittle nails suggest anemia. The low mean corpuscular volume (MCV) further supports this diagnosis. Iron studies are the most appropriate initial step to evaluate for anemia and determine the cause."
"A 23-year-old college student presents with his parents for a follow-up appointment. He was recently diagnosed with schizophrenia and was started on risperidone approx. 2 months ago. He reports a significant improvement since the start of treatment. His parents report that their son’s symptoms of delusions, hallucinations, and paranoid behavior have been ameliorated. On physical examination, the patient seems uncomfortable. He frequently fidgets and repeatedly crosses and uncrosses his legs. When asked if something is troubling him, he gets up and starts pacing. He says, “It’s always like this. I cannot sit still. It is frustrating.” What is the most likely diagnosis?",A,A,True,9765.9,"A) Akathisia: The patient's symptoms of restlessness, fidgeting, and inability to sit still are consistent with akathisia, a known side effect of antipsychotic medication."
"A 24-year-old man presents to the office, complaining of a rash and “not feeling well.” The patient reports fatigue, a headache, and a possible fever. He says he has felt this way since a camping trip with his family in North Carolina, but he denies any contact with sick individuals. On examination, his vital signs include: temperature 38.5°C (101.3°F), blood pressure 100/60 mm Hg, heart rate 82 beats per minute, respiratory rate 14 breaths per minute, and O2 saturation 99% on room air. The patient appears unwell. He has a maculopapular rash on his upper and lower extremities, including the palms of his hands and soles of his feet. He says he started feeling sick a few days before he got the rash, which prompted him to come into the office. The patient denies itching but admits to some nausea and vomiting. He also admits to unprotected sex with a single female partner for the past three years. What is the most likely causative agent of this patient’s presentation?
 ",B,A,False,17668.5,"Based on the provided information, the most likely causative agent of this patient's presentation is a sexually transmitted infection. The symptoms described, such as fatigue, headache, fever, and a maculopapular rash, are consistent with various sexually transmitted infections. The patient's admission of unprotected sex with a single partner for the past three years further supports this possibility. Therefore, the answer is A."
A 32-year-old woman comes to the physician because of a 3-month history of recurrent headaches and nausea. The headaches occur a few times a month and alternately affect the right or left side. The headaches are exacerbated by loud sounds or bright light. She is in graduate school and has been under a lot of stress recently. She does not smoke or drink alcohol but does drink 2–3 cups of coffee daily. Her only medication is an oral contraceptive. Physical examination shows no abnormalities; visual acuity is 20/20. Which of the following is the most likely diagnosis?,A,A,True,11878.9,"A) Migraine headache: The patient's symptoms of recurrent headaches, exacerbation by loud sounds or bright light, and nausea are consistent with migraine headaches. The absence of other neurological symptoms and normal physical examination further supports this diagnosis."
"A 24-year-old woman, G1P0, presents to her OB/GYN for her annual examination with complaints of painful cramps, abdominal pressure, and bloating with her cycle. She reports that she has not menstruated since her missed abortion requiring dilatation and curettage (D&C) seven months ago. She is sexually active with her husband and is not using any form of contraception. Her BMI is 29. At the clinic, her vitals are as follows: temperature, 98.9°F; pulse, 80/min; and blood pressure, 120/70 mm Hg. The physical examination is unremarkable. Thyroid-stimulating hormone, follicle-stimulating hormone, and prolactin concentrations are all within normal limits. The patient tests negative for qualitative serum beta‐hCG. A progestin challenge test reveals no withdrawal bleeding. What is the most likely diagnosis?",C,A,False,19721.1,"Based on the given information, the most likely diagnosis is A) Ectopic pregnancy. The patient's missed abortion and absence of menstruation for seven months, along with the negative beta-hCG test, suggest a possible ectopic pregnancy. The normal results of the thyroid-stimulating hormone, follicle-stimulating hormone, and prolactin concentrations, as well as the negative progestin challenge test, further support this diagnosis."
"A 13-year-old boy is brought to the emergency room by his mother for a generalized tonic-clonic seizure that occurred while attending a laser light show. His mother says that he has been otherwise healthy but “he often daydreams”. Over the past several months, he has reported recurrent episodes of jerky movements of his fingers and arms. These episodes usually occurred shortly after waking up in the morning. He has not lost consciousness during these episodes. Which of the following is the most appropriate treatment for this patient's condition?",C,C,True,9190.6,"C) Valproate. The patient's symptoms of jerky movements and morning episodes without loss of consciousness are consistent with absence seizures, which are typically treated with Valproate."
"A 65-year-old man is brought to the emergency department because of a 1-day history of fever and disorientation. His wife reports that he had abdominal pain and diarrhea the previous day. He drinks 60 oz of alcohol weekly. His pulse is 110/min and blood pressure is 96/58 mm Hg. Examination shows jaundice, palmar erythema, spider nevi on his chest, dilated veins on the anterior abdominal wall, and 2+ edema of the lower extremities. The abdomen is soft and diffusely tender; there is shifting dullness to percussion. His albumin is 1.4 g/dL, bilirubin is 5 mg/dL, and prothrombin time is 31 seconds (INR = 3.3). Hepatitis serology is negative. A CT scan of the abdomen is shown. Which of the following processes is the most likely explanation for these findings?",C,A,False,16665.4,"Based on the given symptoms and laboratory findings, the most likely explanation for these findings is alcoholic liver disease (cirrhosis) (A). The patient's history of alcohol consumption, jaundice, palmar erythema, spider nevi, dilated veins, edema, and low albumin level are all consistent with this diagnosis. The liver function tests, including the prolonged prothrombin time (INR), further support the diagnosis of liver dys"
"A 67-year-old woman comes to the physician for chest tightness, shortness of breath, and lightheadedness. She has experienced these symptoms during the past 2 weeks while climbing stairs but feels better when she sits down. She had a cold 2 weeks ago but has otherwise been well. She appears short of breath. Her respirations are 21/min and blood pressure is 131/85 mmHg. On cardiovascular examination, a late systolic ejection murmur is heard best in the third right intercostal space. The lungs are clear to auscultation. Which of the following mechanisms is the most likely cause of this patient's current condition?",D,B,False,15826.4,"B. Narrowing of the coronary arterial lumen (Atherosclerosis or coronary artery disease is a common cause of angina, which can present with chest tightness, shortness of breath, and lightheadedness during exertion. This is due to decreased blood flow to the myocardium, leading to increased oxygen demand and ischemia.)"
"A 59-year-old man is evaluated for progressive joint pain. There is swelling and tenderness over the first, second, and third metacarpophalangeal joints of both hands. His hand radiograph shows beak-like osteophytes on his 2nd and 3rd metacarpophalangeal joints, subchondral cysts, and osteopenia. He has had diabetes mellitus for 2 years which is not well controlled with medications. Lab studies show a transferrin saturation of 88% and serum ferritin of 1,200 ng/mL. This patient is at risk of which of the following complications?",A,A,True,14043.1,"A) Hypogonadism

Justification: The high serum ferritin level and transferrin saturation indicate iron overload, which can lead to hypogonadism in men. Iron overload can disrupt the normal function of the pituitary gland and testes, leading to decreased testosterone production and impotence."
"A 64-hour-old baby girl is being evaluated for discharge. She was born by forceps-assisted vaginal delivery at 39 weeks gestation. The mother has no chronic medical conditions and attended all her prenatal visits. The mother’s blood type is A+. On day 1, the patient was noted to have a scalp laceration. Breastfeeding was difficult at first but quickly improved upon nurse assistance. The patient has had adequate wet diapers since birth. Upon physical examination, the resident notes the infant has scleral icterus and jaundiced skin. The scalp laceration noted on day 1 is intact without fluctuance or surrounding erythema. When the infant is slightly lifted from the bed and released, she spread out her arms, pulls them in, and exhibits a strong cry. Labs are drawn as shown below:

Blood type: AB-
Total bilirubin 8.7 mg/dL
Direct bilirubin 0.5 mg/dL

Six hours later, repeat total bilirubin is 8.3 mg/dL. Which of the following is the next best step in the management of the baby’s condition?",C,C,True,17370.9,"C) Observation: The infant's symptoms and lab results are consistent with physiological jaundice, which typically resolves within the first 10-14 days of life. Close monitoring and follow-up are necessary, but exchange transfusion and phototherapy are usually not required for this degree of jaundice in a healthy term infant. A Coombs test is not indicated in this case as there is no evidence of hemolysis."
"A 4-year-old girl is brought by her mother to the pediatrician for neck drainage. The mother reports that the child has always had a small pinpoint opening on the front of her neck, though the opening has never been symptomatic. The child developed a minor cold approximately 10 days ago which resolved after a week. However, over the past 2 days, the mother has noticed clear thick drainage from the opening on the child’s neck. The child is otherwise healthy. She had an uncomplicated birth and is currently in the 45th and 40th percentiles for height and weight, respectively. On examination, there is a small opening along the skin at the anterior border of the right sternocleidomastoid at the junction of the middle and lower thirds of the neck. There is some slight clear thick discharge from the opening. Palpation around the opening elicits a cough from the child. This patient’s condition is caused by tissue that also forms which of the following?",D,A,False,14833.5,"A) The thyroglossal duct remnant, which forms the opening described, is a remnant of the embryonic structure that forms the thyroid gland and extends from the foramen cecum to the thyroid gland. This condition is known as a thyroglossal duct cyst or sinus."
"A 40-year-old man comes to the physician for the evaluation of episodic headaches for 5 months. The headaches involve both temples and are 4/10 in intensity. The patient has been taking acetaminophen, but the headaches did not subside. He has also had visual disturbances, including double vision. He has no nausea, temperature intolerance, or weight changes. The patient does not smoke. He drinks 2–3 beers on weekends. He appears pale. His temperature is 37°C (98.6°F), pulse is 75/min, and blood pressure 125/80 mm Hg. Ophthalmologic examination shows impaired peripheral vision bilaterally. An MRI scan of the head with contrast shows a 16 × 11 × 9 mm intrasellar mass. Further evaluation is most likely to show which of the following findings?",C,A,False,14925.6,"A) Galactorrhea: The patient's symptoms, including headaches, visual disturbances, and impaired peripheral vision, along with the MRI findings, are suggestive of a pituitary tumor. Galactorrhea, or the production of milk from breasts in the absence of pregnancy or lactation, is a potential symptom of pituitary tumors."
"A 69-year-old man is brought to clinic by his daughter for poor memory. She states that over the past two years his memory has been slowly declining though he has been able to take care of himself, pay his own rent, and manage his finances. However, two months ago she noticed a sharp decline in his cognitive functioning as well as his gait. Then one month ago, she noticed a similar decline in his functioning again that came on suddenly. The patient has a past medical history of diabetes mellitus type II, hypertension, obesity, and dyslipidemia. Current medications include hydrochlorothiazide, lisinopril, metformin, and glipizide. His blood pressure is 165/95 mmHg, pulse is 82/minute, he is afebrile, and oxygen saturation is 98% on room air. Cardiac exam reveals a crescendo-decrescendo murmur heard in the left upper sternal border that radiates to the carotids. Abdominal exam is benign, and neurologic exam reveals an unsteady gait. Which of the following findings is associated with the most likely diagnosis?",C,D,False,15852.5,"Based on the provided information, the most likely diagnosis for this patient is Dementia with Vascular Disease (D). The patient's sudden and recurring cognitive and gait declines, along with the presence of hypertension and a crescendo-decrescendo murmur, are indicative of vascular disease causing damage to the brain."
A 60-year-old male presents with palpitations. He reports drinking many glasses of wine over several hours at a family wedding the previous evening. An EKG reveals absent P waves and irregularly irregular rhythm. He does not take any medications. Which is most likely responsible for the patient’s symptoms?,A,A,True,10467.0,"A) Atrial fibrillation: The patient's symptoms of palpitations and irregularly irregular rhythm on EKG are consistent with atrial fibrillation, which can be triggered by alcohol consumption."
An investigator is studying the effects of an antihypertensive drug during pregnancy. Follow-up studies show that the drug can adversely affect differentiation of the ureteric bud into its direct derivatives in fetuses exposed during the first trimester. Which of the following structures is most likely to develop incorrectly in the affected fetus?,B,A,False,11471.5,"A. The ureteric bud is responsible for the development of the nephrons, including the distal convoluted tubule. Exposure to the antihypertensive drug during the first trimester can disrupt its differentiation, leading to malformations in the affected fetus."
"A 27-year-old G2P2002 is recovering in the hospital on postpartum day 3 after a low transverse C-section. During morning rounds, she reports a “pus-like” discharge and shaking chills overnight. She also endorses increased uterine cramping compared to the day before, but her postpartum course has otherwise been uneventful with a well-healing incision and normal vaginal bleeding. The patient’s prenatal care was complicated by HIV with a recent viral load of 400 copies/mL, type I diabetes well controlled on insulin, and a history of herpes simplex virus encephalitis in her first child. She did not have any genital lesions during the most recent pregnancy. Four days ago, she presented to the obstetric triage unit after spontaneous rupture of membranes and onset of labor. She made slow cervical change and reached full dilation after 16 hours, but there was limited fetal descent. Cephalopelvic disproportion was felt to be the reason for arrest of descent, so prophylactic ampillicin was administered and C-section was performed. A vaginal hand was required to dislodge the fetus’s head from the pelvis, and a healthy baby boy was delivered. On postpartum day 3, her temperature is 101.5°F (38.6°C), blood pressure is 119/82 mmHg, pulse is 100/min, and respirations are 14/min. Her incision looks clean and dry, there is mild suprapubic tenderness, and a foul yellow discharge tinged with blood is seen on her pad. Which of the following is the most significant risk factor for this patient’s presentation?",B,A,False,16349.8,"A) Prolonged rupture of membranes: The patient's symptoms of fever, shaking chills, and foul discharge are consistent with an infection. The prolonged rupture of membranes increases the risk of postpartum infections, including endometritis."
"An investigator is developing a new vaccine. After injecting the agent, the immune response is recorded by measuring vaccine-specific antibodies at subsequent timed intervals. To induce the maximum immunogenic response, this vaccine should have which of the following properties?",D,A,False,10970.3,"A: Foreign intact polysaccharide bound to protein. This combination, known as a conjugate vaccine, can induce a stronger and more lasting immune response by activating both the humoral and cellular immune systems through the presentation of antigens to B cells and T cells, respectively."
"A 12-year-old girl is brought to the physician by her mother 2 hours after cutting her hand while playing in the yard. Examination of the right hand shows a 2-cm laceration on the thenar region of the palm with some surrounding tenderness and erythema. The right palm appears mildly swollen in comparison to the left. In response to this patient's injury, the endothelial cells lining the blood vessels of the affected area express increased numbers of cellular adhesion molecules. Which of the following mediators is most likely directly responsible for the described change?",B,C,False,10127.3,C: Interleukin-1 and Interleukin-6 are pro-inflammatory cytokines that contribute to the inflammatory response and increase the expression of cellular adhesion molecules on endothelial cells.
"A 48-year-old woman presents to her primary care physician for a wellness visit. She states she is generally healthy and currently has no complaints. She drinks 1 alcoholic beverage daily and is currently sexually active. Her last menstrual period was 1 week ago and it is regular. She smokes 1 pack of cigarettes per day and would like to quit. She describes her mood as being a bit down in the winter months but otherwise feels well. Her family history is notable for diabetes in all of her uncles and colon cancer in her mother and father at age 72 and 81, respectively. She has been trying to lose weight and requests help with this as well. Her diet consists of mostly packaged foods. His temperature is 98.0°F (36.7°C), blood pressure is 122/82 mmHg, pulse is 80/min, respirations are 12/min, and oxygen saturation is 98% on room air. Her BMI is 23 kg/m^2. Physical exam reveals a healthy woman with no abnormal findings. Which of the following is the most appropriate initial intervention for this patient?",C,D,False,14277.8,"D) Weight loss, exercise, and nutrition consultation. The patient's family history of colon cancer and her BMI being within the normal range indicate that she would benefit from weight loss, exercise, and nutrition interventions to reduce her risk for chronic diseases, including colon cancer."
"A 9-year-old boy is brought to the physician because of short stature. He has always had short stature around the 35th percentile on the growth curve. Over the past year, he has dropped further on the curve, despite maintaining the same diet. He has a history of low birth weight. The vital signs include: respiration rate 18/min, pulse 85/min, and blood pressure 110/65 mm Hg. His conjunctiva and nail beds are pale. Several hyperpigmented and hypopigmented patches are seen on the back. Chest inspection reveals pectus carinatum and prominent knobs of bone at most costochondral junctions. The thumbs are short, and he has bow legs. There are also petechiae on the lower limbs. The remainder of the physical exam shows no abnormalities. The laboratory results are as follows:
Hemoglobin 8.2 g/dL
Mean corpuscular volume 105 μm3
Platelet count 35,000/mm3
Serum
Na+ 131 mEq/L
K+ 2.8 mEq/L
Cl- 105 mEq/L
Phosphorus (inorganic) 2.5 mg/dL (3.0–4.5 mg/dL)
Arterial blood gas analysis on room air:
pH 7.30
PCO2+ 33 mm Hg
HCO3− 17 mEq/L
Urine
pH 5.0
Glucose 2+
Ketones Negative
Which of the following is the most likely diagnosis?",B,D,False,15979.5,"The patient's short stature, pectus carinatum, prominent costochondral junctions, hypopigmented and hyperpigmented patches, bow legs, petechiae, anemia, and low phosphorus level are consistent with rickets. Therefore, the most likely diagnosis is D) Rickets."
"A 55-year-old man presents to the emergency department complaining of mild vision changes, dizziness, and severe pain in the chest for the past hour. He has also been experiencing nausea since this morning and has already vomited twice. Past medical history includes poorly controlled type 2 diabetes and end-stage renal disease requiring dialysis. His blood pressure is 210/100 mm Hg, pulse is 110/min, and respirations are 18/min. Ophthalmic examination of his eyes show papilledema and flame-shaped hemorrhages and he is diagnosed with hypertensive emergency. Treatment involves rapidly lowering his blood pressure, and he is started on intravenous sodium nitroprusside while emergent dialysis is arranged. Which of the following cardiac pressure-volume loops closely represents the action of the drug he has been administered, where blue represents before administration and purple represent after administration?",B,A,False,12865.8,"A) Diagram A: Sodium nitroprusside is a vasodilator that decreases afterload, resulting in a shift of the pressure-volume loop to the left and downward, as shown in Diagram A."
"A 58-year-old man comes to the physician because of burning pain in his neck and arms for a year. He has also had paresthesias in his hands during this period. He has had increasing weakness in both hands during the past 3 months. He has type 2 diabetes mellitus, hypercholesterolemia, and hypertension. He was involved in a motor vehicle collision 3 years ago. Current medications include metformin, sitagliptin, enalapril, atorvastatin, and aspirin. He has had 7 sexual partners in his lifetime; he uses condoms inconsistently. He is oriented to time, place, and person. Vital signs are within normal limits. The pupils are equal and reactive to light. Examination of the upper extremities shows decreased muscle strength, absent reflexes, and decreased hand grip with fasciculations bilaterally. Sensation to temperature and pain is absent over the chest and bilateral upper arms. Vibration and joint position sensations are present in the upper limbs. Cranial nerve examination shows no focal findings. Examination of the lower extremities show no abnormalities. Which of the following is the most likely diagnosis?",D,A,False,14319.5,"A) Tabes dorsalis: The patient's symptoms of burning pain, paresthesias, and weakness in the hands, along with decreased reflexes and absent sensation in the upper limbs, are consistent with Tabes dorsalis, a complication of tertiary syphilis."
"A 17-year-old white male is brought to the emergency department after being struck by a car. He complains of pain in his right leg and left wrist, and slowly recounts how he was hit by a car while being chased by a lion. In between sentences of the story, he repeatedly complains of dry mouth and severe hunger and requests something to eat and drink. His mother arrives and is very concerned about this behavior, noting that he has been withdrawn lately and doing very poorly in school the past several months. Notable findings on physical exam include conjunctival injection bilaterally and a pulse of 107. What drug is this patient most likely currently abusing?",D,A,False,14774.9,"The patient's symptoms of confusion, agitation, hallucinations, dry mouth, and tachycardia, along with the history of withdrawal symptoms and poor school performance, are consistent with Salvia divinorum (Sage of the Diviners) abuse. This plant is known to cause these symptoms and can also cause an increased heart rate. Therefore, the answer is:

A) Salvia divinorum.

Justification: The patient's symptoms and"
"A 45-year-old man comes to the physician because of fatigue and joint pain for 8 months. He has pain in both knees, both elbows, and diffuse muscle pain. He does not have dyspnea. He also had several episodes of a nonpruritic rash on his lower extremities. Eight years ago, the patient was diagnosed with hepatitis C. His temperature is 37.9°C (100.2°F), pulse is 90/min, and blood pressure is 140/90 mm Hg. Examination of the lower extremities shows raised purple papules that do not blanch when pressure is applied. Cardiopulmonary examination shows no abnormalities. Laboratory studies show:
Hemoglobin 13.9 g/dL
Leukocyte count 8,500/mm3
Platelets 160,000/mm3
Serum
Creatinine 1.1 mg/dL
ALT 123 U/L
AST 113 U/L
Further evaluation of this patient is most likely to show which of the following findings?""",D,A,False,16917.6,"A) Elevated perinuclear anti-neutrophil cytoplasmic antibodies (ANCA): The patient's history of hepatitis C and joint pain with a non-pruritic rash are consistent with a diagnosis of mixed cryoglobulinemia, which is often associated with ANCA positivity."
"A 33-year-old man is brought to the emergency department 20 minutes after losing control over his bicycle and colliding with a parked car. The handlebar of the bicycle hit his lower abdomen. On arrival, he is alert and oriented. His pulse is 90/min, respirations are 17/min and blood pressure is 110/70 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 97%. The pupils are equal and reactive to light. There are multiple bruises over his chest and lower extremities. The lungs are clear to auscultation. Cardiac examination shows no abnormalities. The abdomen is soft and nontender. There is no pelvic instability. Rectal examination is unremarkable. A complete blood count, prothrombin time, and serum concentrations of glucose, creatinine, and electrolytes are within the reference range. Urine dipstick is mildly positive for blood. Microscopic examination of the urine shows 20 RBCs/hpf. Which of the following is the most appropriate next step in management?",D,D,True,17971.3,"D) Observation and follow-up. The patient's vital signs are stable, there are no signs of peritonitis or hemodynamic instability, and the urine dipstick shows only mild hematuria. These findings suggest that the injury is likely to be minor and may resolve with observation. If the patient's condition worsens or if there are signs of significant bleeding or other complications, further evaluation and intervention may be necessary."
"A 6-year-old girl is brought to the physician because of a 4-day history of irritation and redness in both eyes. Her symptoms initially started in the left eye and progressed to involve both eyes within 24 hours. She presents with profuse tearing and reports that her eyes are sticky and difficult to open in the morning. She was diagnosed with asthma 2 years ago and has been admitted to the hospital for acute exacerbations 3 times since then. Current medications include inhaled beclomethasone, inhaled albuterol, and montelukast. Her temperature is 38.2 °C (100.8°F). Physical examination reveals a tender left preauricular lymph node. There is chemosis and diffuse erythema of the bulbar conjunctiva bilaterally. Slit lamp examination reveals a follicular reaction in both palpebral conjunctivae and diffuse, fine epithelial keratitis of both corneas. Corneal sensation is normal. Which of the following is the most appropriate next step in management?",A,A,True,17682.8,"A) Supportive therapy: The symptoms are consistent with viral conjunctivitis, which typically resolves on its own within 1-2 weeks. Supportive therapy with artificial tears and cool compresses can help alleviate symptoms and prevent secondary bacterial infection. The presence of a tender preauricular lymph node and diffuse erythema of the bulbar conjunctiva suggest a viral etiology, and there is no evidence of bacterial infection based on"
A 38-year-old man comes to the physician because of a 2-year-history of cough and progressively worsening breathlessness. He has smoked 1 pack of cigarettes daily for the past 10 years. Physical examination shows contraction of the anterior scalene and sternocleidomastoid muscles during inspiration. An x-ray of the chest shows flattening of the diaphragm and increased radiolucency in the lower lung fields. Further analysis shows increased activity of an isoform of elastase that is normally inhibited by alpha-1-antitrypsin. The cells that produce this isoform of elastase were most likely stimulated to enter the site of inflammation by which of the following substances?,C,C,True,11750.0,"The correct answer is C) Leukotriene B4. This substance is a potent bronchoconstrictor and inflammatory mediator that is released from activated mast cells and eosinophils during an allergic response or asthma exacerbation, leading to increased elastase activity."
"A 29-year-old woman, gravida 2, para 1, at 10 weeks' gestation comes to the physician for a prenatal visit. Over the past two weeks, she has felt nauseous in the morning and has had vulvar pruritus and dysuria that started 5 days ago. Her first child was delivered by lower segment transverse cesarean section because of macrosomia from gestational diabetes. Her gestational diabetes resolved after the child was born. She appears well. Ultrasound confirms fetal heart tones and an intrauterine pregnancy. Speculum exam shows a whitish chunky discharge. Her vaginal pH is 4.2. A wet mount is performed and microscopic examination is shown. Which of the following is the most appropriate treatment?",D,A,False,13462.1,"A) Oral metronidazole: The symptoms of vulvar pruritus and dysuria, along with a vaginal pH of 4.2 and a wet mount showing clue cells and bacteria, suggest a bacterial vaginosis infection. Metronidazole is an effective antibiotic for treating this condition."
